product_name,product_group,price_per_unit,tier,seller,date,margin
tomate saladette,jitomate,19.0132259485782,local,local_market_33.5,2026-02-13,0.335071179643273
tomate saladette,jitomate,19.663732650924,local,local_market_34,2026-02-13,0.339544887281954
tomate saladette,jitomate,19.3904932791222,local,local_market_37.9,2026-02-13,0.379470025980845
tomate saladette,jitomate,17.1745369871695,local,local_market_16.8,2026-02-13,0.167663804464974
tomate saladette,jitomate,18.1431164230975,local,local_market_22.8,2026-02-13,0.228263877716381
tomate saladette,jitomate,21.0053179790776,local,local_market_39.9,2026-02-13,0.399306837969925
tomate saladette,jitomate,18.2276286499691,local,local_market_31.5,2026-02-13,0.314662827563006
tomate saladette,jitomate,19.0031003737962,local,local_market_28.8,2026-02-13,0.287789501110092
tomate saladette,jitomate,18.9058711049283,local,local_market_30.4,2026-02-13,0.304407038877253
tomate saladette,jitomate,20.4192233270229,local,local_market_36.8,2026-02-13,0.368121697951574
tomate saladette,jitomate,16.9025067215426,local,local_market_19.2,2026-02-13,0.191884946811479
tomate saladette,jitomate,18.838433498034,local,local_market_25.2,2026-02-13,0.251992832904216
tomate saladette,jitomate,19.2329047164874,local,local_market_27.4,2026-02-13,0.274369885306805
tomate saladette,jitomate,18.8796278407789,local,local_market_31.1,2026-02-13,0.310837269679178
tomate saladette,jitomate,18.7028038718601,local,local_market_25.3,2026-02-13,0.253251310065389
tomate saladette,jitomate,20.8312682650413,local,local_market_34.1,2026-02-13,0.341053487651516
tomate saladette,jitomate,21.1912922280944,local,local_market_38.5,2026-02-13,0.385434318485204
tomate saladette,jitomate,17.3278364544822,local,local_market_17.9,2026-02-13,0.178765251801815
tomate saladette,jitomate,20.2499015956783,local,local_market_39.6,2026-02-13,0.396122844750062
tomate saladette,jitomate,16.7132018249812,local,local_market_16.9,2026-02-13,0.168690144061111
tomate saladette,jitomate,18.3362751612866,local,local_market_21.4,2026-02-13,0.214057925017551
tomate saladette,jitomate,18.3446140032529,local,local_market_21.2,2026-02-13,0.211615907528903
tomate saladette,jitomate,16.7113324248696,local,local_market_21.3,2026-02-13,0.213302843249403
tomate saladette,jitomate,16.7615644264576,local,local_market_15.3,2026-02-13,0.152761010604445
tomate saladette,jitomate,18.2937348615391,local,local_market_31.7,2026-02-13,0.317414800147526
tomate saladette,jitomate,18.2785771519215,local,local_market_33.5,2026-02-13,0.335429078235757
tomate saladette,jitomate,18.2851897786484,local,local_market_32.8,2026-02-13,0.327687097340822
tomate saladette,jitomate,17.6545484833927,local,local_market_22.9,2026-02-13,0.2286334759905
tomate saladette,jitomate,21.170406193267,local,local_market_36.2,2026-02-13,0.362251988763455
tomate saladette,jitomate,19.3385147590351,local,local_market_35.2,2026-02-13,0.352321844524704
tomate saladette,jitomate,20.589658389556,local,local_market_37.6,2026-02-13,0.37563529846957
tomate saladette,jitomate,19.391096585779,local,local_market_32.1,2026-02-13,0.320760624809191
tomate saladette,jitomate,17.2726784042446,local,local_market_16.9,2026-02-13,0.168913669511676
tomate saladette,jitomate,18.4524573201383,local,local_market_32.1,2026-02-13,0.320766498486046
tomate saladette,jitomate,20.6074248464554,local,local_market_36,2026-02-13,0.360263240674976
tomate saladette,jitomate,18.8877448486194,local,local_market_26.2,2026-02-13,0.262457860202994
tomate saladette,jitomate,19.1240258031051,local,local_market_33.3,2026-02-13,0.333064801211003
tomate saladette,jitomate,17.7525429573464,local,local_market_16.4,2026-02-13,0.163768059550785
tomate saladette,jitomate,20.2151387363649,local,local_market_33,2026-02-13,0.329670471756253
tomate saladette,jitomate,17.893037538204,local,local_market_20.2,2026-02-13,0.202081552799791
tomate saladette,jitomate,19.3257417022167,local,local_market_32.2,2026-02-13,0.321779656084254
tomate saladette,jitomate,18.1862758944182,local,local_market_23.5,2026-02-13,0.235442256298848
tomate saladette,jitomate,18.3275639882962,local,local_market_22,2026-02-13,0.219789670233149
tomate saladette,jitomate,19.9994039737328,local,local_market_29.1,2026-02-13,0.29146711450303
tomate saladette,jitomate,20.7682179667538,local,local_market_38.6,2026-02-13,0.385821241221856
tomate saladette,jitomate,18.2101193014243,local,local_market_24.9,2026-02-13,0.249241452815477
tomate saladette,jitomate,17.1092831052307,local,local_market_16.2,2026-02-13,0.162063863337971
tomate saladette,jitomate,19.365550911963,local,local_market_34.8,2026-02-13,0.348414570826571
tomate saladette,jitomate,17.788898906619,local,local_market_19.9,2026-02-13,0.198797993862536
tomate saladette,jitomate,21.0590552487736,local,local_market_38.7,2026-02-13,0.387416115764063
tomate saladette,jitomate,17.4875702167026,local,local_market_19.6,2026-02-13,0.196384913730435
tomate saladette,jitomate,18.3841201481471,local,local_market_24.9,2026-02-13,0.249464786064345
tomate saladette,jitomate,19.3316103530515,local,local_market_37,2026-02-13,0.370273155719042
tomate saladette,jitomate,18.9159996216802,local,local_market_22.8,2026-02-13,0.227880430559162
tomate saladette,jitomate,17.2918364542111,local,local_market_19.3,2026-02-13,0.193284212297294
tomate saladette,jitomate,16.3751815000663,local,local_market_16.6,2026-02-13,0.16584636233747
tomate saladette,jitomate,19.181489299293,local,local_market_29,2026-02-13,0.290175169100985
tomate saladette,jitomate,20.6544378558488,local,local_market_33.4,2026-02-13,0.334215104440227
tomate saladette,jitomate,17.4271043335957,local,local_market_24.1,2026-02-13,0.241106756648514
tomate saladette,jitomate,18.4604280643252,local,local_market_29.3,2026-02-13,0.292701267905068
tomate saladette,jitomate,18.1992592825457,local,local_market_22,2026-02-13,0.220050488342531
tomate saladette,jitomate,18.8910777261014,local,local_market_31.8,2026-02-13,0.318449340446387
tomate saladette,jitomate,18.5319579993076,local,local_market_23.1,2026-02-13,0.230617775267456
tomate saladette,jitomate,16.3728269742184,local,local_market_18.5,2026-02-13,0.184839938220102
tomate saladette,jitomate,19.3537213940055,local,local_market_28.8,2026-02-13,0.288284400687553
tomate saladette,jitomate,16.9693429439483,local,local_market_15.8,2026-02-13,0.158015292056371
tomate saladette,jitomate,19.3575423027292,local,local_market_28.6,2026-02-13,0.286061042314395
tomate saladette,jitomate,19.2674608471754,local,local_market_39.7,2026-02-13,0.397454754833598
tomate saladette,jitomate,18.1911412171139,local,local_market_23.7,2026-02-13,0.236964047397487
tomate saladette,jitomate,17.5281438291956,local,local_market_16.5,2026-02-13,0.165130348096136
tomate saladette,jitomate,19.2613581404169,local,local_market_31.4,2026-02-13,0.313548597425688
tomate saladette,jitomate,19.4210535620549,local,local_market_34.6,2026-02-13,0.345813698403072
tomate saladette,jitomate,17.6587819430107,local,local_market_21.9,2026-02-13,0.218946786050219
tomate saladette,jitomate,17.992360506097,local,local_market_17.9,2026-02-13,0.17895029343199
tomate saladette,jitomate,18.8338191034027,local,local_market_26.5,2026-02-13,0.265421357972082
tomate saladette,jitomate,18.2050407845268,local,local_market_26.6,2026-02-13,0.265527910878882
tomate saladette,jitomate,20.8725992663672,local,local_market_36.5,2026-02-13,0.36535694017075
tomate saladette,jitomate,17.3934580203631,local,local_market_22.6,2026-02-13,0.225906449987087
tomate saladette,jitomate,16.6949380599062,local,local_market_19.4,2026-02-13,0.193790166964754
tomate saladette,jitomate,17.9650137799048,local,local_market_21.3,2026-02-13,0.212624914338812
tomate saladette,jitomate,17.142396830955,local,local_market_17.7,2026-02-13,0.177484270569403
tomate saladette,jitomate,18.3671890133474,local,local_market_21.9,2026-02-13,0.218504528666381
tomate saladette,jitomate,25.9786963233403,local,local_market_39.8,2026-02-13,0.397902037866879
tomate saladette,jitomate,25.6836217816718,local,local_market_34.7,2026-02-13,0.346727355127223
tomate saladette,jitomate,26.5348052881335,local,local_market_38.4,2026-02-13,0.384377823362593
tomate saladette,jitomate,23.314221785528,local,local_market_20.9,2026-02-13,0.209254878433421
tomate saladette,jitomate,24.1398608988176,local,local_market_36.5,2026-02-13,0.365395602572244
tomate saladette,jitomate,25.0747115975244,local,local_market_29.2,2026-02-13,0.291742198436987
tomate saladette,jitomate,22.9822708054297,local,local_market_18.6,2026-02-13,0.186463544238359
tomate saladette,jitomate,26.0639630658658,local,local_market_34.8,2026-02-13,0.347598559490871
tomate saladette,jitomate,26.9594130226099,local,local_market_36.5,2026-02-13,0.365262911631726
tomate saladette,jitomate,20.9143855049151,local,local_market_15.4,2026-02-13,0.154456713795662
tomate saladette,jitomate,25.8924724718331,local,local_market_38,2026-02-13,0.380151014518924
tomate saladette,jitomate,25.3528694872085,local,local_market_37.4,2026-02-13,0.373802926891949
tomate saladette,jitomate,22.6534590564129,local,local_market_20.8,2026-02-13,0.207919566403143
tomate saladette,jitomate,23.9714247710112,local,local_market_24.3,2026-02-13,0.242757974285632
tomate saladette,jitomate,21.01069397711,local,local_market_17,2026-02-13,0.170206662127748
tomate saladette,jitomate,24.0463228798364,local,local_market_20.3,2026-02-13,0.203255062841345
tomate saladette,jitomate,25.7148389268924,local,local_market_34.2,2026-02-13,0.341607630171347
tomate saladette,jitomate,22.1960524028171,local,local_market_23.2,2026-02-13,0.231827863701619
tomate saladette,jitomate,22.9911568617562,local,local_market_15.1,2026-02-13,0.151061709364876
tomate saladette,jitomate,24.8904961532057,local,local_market_33.3,2026-02-13,0.332822189235594
tomate saladette,jitomate,23.709297006176,local,local_market_26.1,2026-02-13,0.261495835182723
tomate saladette,jitomate,22.0204003057043,local,local_market_20.6,2026-02-13,0.206236764183268
tomate saladette,jitomate,24.9079404406769,local,local_market_33.2,2026-02-13,0.331875895010307
tomate saladette,jitomate,20.6858003940791,local,local_market_15,2026-02-13,0.150077850068919
tomate saladette,jitomate,23.3078968907577,local,local_market_23.9,2026-02-13,0.238966689712834
tomate saladette,jitomate,26.1790160229921,local,local_market_35.5,2026-02-13,0.355304430855904
tomate saladette,jitomate,23.2482172214349,local,local_market_21.5,2026-02-13,0.215454473020509
tomate saladette,jitomate,26.2622694206567,local,local_market_33.8,2026-02-13,0.337910906621255
tomate saladette,jitomate,21.2626326572018,local,local_market_20.5,2026-02-13,0.204657326836605
tomate saladette,jitomate,24.7549263654944,local,local_market_34.3,2026-02-13,0.343373150541447
tomate saladette,jitomate,24.3678236376002,local,local_market_32.8,2026-02-13,0.328253275109455
tomate saladette,jitomate,22.3005838398473,local,local_market_16.6,2026-02-13,0.166363239381462
tomate saladette,jitomate,24.7947630235833,local,local_market_30.5,2026-02-13,0.305189574405085
tomate saladette,jitomate,21.2137162487759,local,local_market_15.7,2026-02-13,0.157393682783004
tomate saladette,jitomate,24.7104484482512,local,local_market_27.8,2026-02-13,0.277742841199506
tomate saladette,jitomate,24.9944138775392,local,local_market_38.3,2026-02-13,0.382995573431253
tomate saladette,jitomate,21.366313225491,local,local_market_18.6,2026-02-13,0.186280812288169
tomate saladette,jitomate,22.283154344296,local,local_market_16.2,2026-02-13,0.162482645746786
tomate saladette,jitomate,23.1506651931342,local,local_market_33.3,2026-02-13,0.332926801615395
tomate saladette,jitomate,24.7364524447295,local,local_market_36.9,2026-02-13,0.368531847116537
tomate saladette,jitomate,23.6601033037818,local,local_market_25.5,2026-02-13,0.255453298136126
tomate saladette,jitomate,26.2870630497478,local,local_market_36.7,2026-02-13,0.36728828526102
tomate saladette,jitomate,26.4962438767802,local,local_market_38,2026-02-13,0.379939656564966
tomate saladette,jitomate,23.0686538013333,local,local_market_29.6,2026-02-13,0.296249360695947
tomate saladette,jitomate,21.5570029520845,local,local_market_16.6,2026-02-13,0.166039680922404
tomate saladette,jitomate,24.304528256264,local,local_market_28.5,2026-02-13,0.285375944024418
tomate saladette,jitomate,22.9984792158802,local,local_market_28.9,2026-02-13,0.288802868954372
tomate saladette,jitomate,24.1414480284098,local,local_market_32.4,2026-02-13,0.32415757587878
tomate saladette,jitomate,22.8374080678493,local,local_market_22.3,2026-02-13,0.223228554334492
tomate saladette,jitomate,25.7253314645077,local,local_market_36.5,2026-02-13,0.364852341683581
tomate saladette,jitomate,23.425739455865,local,local_market_28.5,2026-02-13,0.284632303612307
tomate saladette,jitomate,23.3447693377888,local,local_market_26.3,2026-02-13,0.262720339617226
tomate saladette,jitomate,23.7343788679959,local,local_market_23.6,2026-02-13,0.23591938886093
tomate saladette,jitomate,21.4717249721231,local,local_market_18.1,2026-02-13,0.181020636844914
tomate saladette,jitomate,23.0037746835997,local,local_market_25.5,2026-02-13,0.254853482102044
tomate saladette,jitomate,24.4240790850669,local,local_market_26.4,2026-02-13,0.264142552134581
tomate saladette,jitomate,25.1830021416587,local,local_market_33.4,2026-02-13,0.333585533173755
tomate saladette,jitomate,25.4947344145972,local,local_market_33.9,2026-02-13,0.338557566259988
tomate saladette,jitomate,27.3462279778223,local,local_market_31.5,2026-02-13,0.315195523528382
tomate saladette,jitomate,22.3021709111544,local,local_market_15.3,2026-02-13,0.153032567503396
tomate saladette,jitomate,27.1577143631089,local,local_market_37.5,2026-02-13,0.374947660404723
tomate saladette,jitomate,25.8561004856217,local,local_market_32.4,2026-02-13,0.324034759344067
tomate saladette,jitomate,26.1678238060632,local,local_market_38.1,2026-02-13,0.380991576740053
tomate saladette,jitomate,24.5283592884218,local,local_market_30.7,2026-02-13,0.306959257787094
tomate saladette,jitomate,23.6833468725447,local,local_market_34.7,2026-02-13,0.346608973492403
tomate saladette,jitomate,24.8807692712592,local,local_market_35.3,2026-02-13,0.352730236109346
tomate saladette,jitomate,25.5584034822239,local,local_market_33.6,2026-02-13,0.336046000453644
tomate saladette,jitomate,23.3076431910948,local,local_market_22.2,2026-02-13,0.222230788704474
tomate saladette,jitomate,25.1036532404096,local,local_market_34.5,2026-02-13,0.344873011612799
tomate saladette,jitomate,25.5514994938429,local,local_market_39.1,2026-02-13,0.391293947387021
tomate saladette,jitomate,25.4717878211978,local,local_market_37.4,2026-02-13,0.373758658801671
tomate saladette,jitomate,27.2424368072149,local,local_market_39.2,2026-02-13,0.391528346436098
tomate saladette,jitomate,25.6186106491944,local,local_market_33.5,2026-02-13,0.33538663390791
tomate saladette,jitomate,23.5790995935954,local,local_market_22.5,2026-02-13,0.224994663707912
tomate saladette,jitomate,26.2156100824434,local,local_market_35.6,2026-02-13,0.355661282001529
tomate saladette,jitomate,22.9723828736319,local,local_market_17.8,2026-02-13,0.1776613846072
tomate saladette,jitomate,24.8890383627836,local,local_market_37.9,2026-02-13,0.378985215188004
tomate saladette,jitomate,27.1564662978965,local,local_market_39,2026-02-13,0.389800920826383
tomate saladette,jitomate,23.4801847348991,local,local_market_18.8,2026-02-13,0.187803542451002
tomate saladette,jitomate,25.9275667124468,local,local_market_40,2026-02-13,0.399815349583514
tomate saladette,jitomate,23.2395179608681,local,local_market_23.2,2026-02-13,0.232017011067364
tomate saladette,jitomate,24.5068693667107,local,local_market_39.8,2026-02-13,0.397521213430446
tomate saladette,jitomate,22.651148638648,local,local_market_23.5,2026-02-13,0.234597160108387
tomate saladette,jitomate,27.4685041663522,local,local_market_39,2026-02-13,0.389913960162085
tomate saladette,jitomate,26.100378499252,local,local_market_35.9,2026-02-13,0.359070882876404
tomate saladette,jitomate,22.9879310349855,local,local_market_17.2,2026-02-13,0.17204270742368
tomate saladette,jitomate,22.189113141566,local,local_market_20.6,2026-02-13,0.206131294288207
tomate saladette,jitomate,23.5883870052316,local,local_market_32.1,2026-02-13,0.320662355609238
tomate saladette,jitomate,21.6509128892348,local,local_market_20.9,2026-02-13,0.208725365146529
tomate saladette,jitomate,25.6889710248526,local,local_market_37.6,2026-02-13,0.376259808114264
tomate saladette,jitomate,27.5886226964085,local,local_market_38.5,2026-02-13,0.385199180897325
tomate saladette,jitomate,21.8858512043815,local,local_market_17.8,2026-02-13,0.177551533537917
tomate saladette,jitomate,22.397710452099,local,local_market_17.3,2026-02-13,0.17261034649564
tomate saladette,jitomate,22.623472129222,local,local_market_17.7,2026-02-13,0.177019803470466
tomate saladette,jitomate,26.3064526804569,local,local_market_36,2026-02-13,0.359922778944019
tomate saladette,jitomate,21.824969201877,local,local_market_15.2,2026-02-13,0.151771767740138
tomate saladette,jitomate,24.923764419668,local,local_market_36,2026-02-13,0.360397405549884
tomate saladette,jitomate,21.8208688603302,local,local_market_15.2,2026-02-13,0.151548619940877
tomate saladette,jitomate,22.7678309241492,local,local_market_24.8,2026-02-13,0.248079433257226
tomate saladette,jitomate,25.8129918415105,local,local_market_31.8,2026-02-13,0.318127783224918
tomate verde,tomate,30.1885621881431,local,local_market_20.1,2026-02-13,0.20066844180692
tomate verde,tomate,33.4334953305102,local,local_market_26.8,2026-02-13,0.267822611355223
tomate verde,tomate,31.2947755318596,local,local_market_24.1,2026-02-13,0.241092804505024
tomate verde,tomate,29.7454428775311,local,local_market_18.1,2026-02-13,0.181359796703327
tomate verde,tomate,35.425066816186,local,local_market_39.4,2026-02-13,0.394400741357822
tomate verde,tomate,32.0118952805767,local,local_market_25.6,2026-02-13,0.256445337296464
tomate verde,tomate,35.8550268097954,local,local_market_39.9,2026-02-13,0.398848541465122
tomate verde,tomate,34.0981520992312,local,local_market_27.9,2026-02-13,0.279235438129399
tomate verde,tomate,32.1135805890376,local,local_market_24.3,2026-02-13,0.242584195139352
tomate verde,tomate,30.472538416904,local,local_market_18.2,2026-02-13,0.181549181323498
tomate verde,tomate,32.9165187399781,local,local_market_24.4,2026-02-13,0.244068807549775
tomate verde,tomate,30.5371289973662,local,local_market_17.8,2026-02-13,0.177740799530875
tomate verde,tomate,28.6922050548163,local,local_market_15.6,2026-02-13,0.155600003234576
tomate verde,tomate,32.2320655406347,local,local_market_27.1,2026-02-13,0.271179313748144
tomate verde,tomate,30.6923209594282,local,local_market_18.4,2026-02-13,0.183765530621167
tomate verde,tomate,33.5692621316374,local,local_market_30.7,2026-02-13,0.307358762982767
tomate verde,tomate,33.9272620009232,local,local_market_28.9,2026-02-13,0.28912940089358
tomate verde,tomate,34.2509187894131,local,local_market_37.1,2026-02-13,0.370891658856999
tomate verde,tomate,33.7229195902264,local,local_market_30.9,2026-02-13,0.3085655999952
tomate verde,tomate,31.2259934054613,local,local_market_22.8,2026-02-13,0.22774939830415
tomate verde,tomate,30.0636714339227,local,local_market_20.2,2026-02-13,0.201827565359417
tomate verde,tomate,28.6206540885113,local,local_market_15,2026-02-13,0.150321851635817
tomate verde,tomate,31.5422228303986,local,local_market_15.5,2026-02-13,0.155287245032378
tomate verde,tomate,33.21870860952,local,local_market_27.4,2026-02-13,0.273756445129402
tomate verde,tomate,33.3894880644468,local,local_market_31.6,2026-02-13,0.315696988580748
tomate verde,tomate,30.4412410251104,local,local_market_17.9,2026-02-13,0.178673482011072
tomate verde,tomate,29.8415723832395,local,local_market_17.7,2026-02-13,0.177101377607323
tomate verde,tomate,33.4800778247071,local,local_market_36,2026-02-13,0.359715587261599
tomate verde,tomate,32.9396539854405,local,local_market_25,2026-02-13,0.249955040961504
tomate verde,tomate,34.6885815794551,local,local_market_29,2026-02-13,0.289790847431868
tomate verde,tomate,33.7365502638382,local,local_market_25.6,2026-02-13,0.255677202402148
tomate verde,tomate,34.3917316818627,local,local_market_34.1,2026-02-13,0.341216735402122
tomate verde,tomate,34.786854464781,local,local_market_31,2026-02-13,0.310307925601956
tomate verde,tomate,36.58336803812,local,local_market_36.1,2026-02-13,0.360992588021327
tomate verde,tomate,30.7573368712694,local,local_market_25,2026-02-13,0.249733567447402
tomate verde,tomate,34.262348676662,local,local_market_33.2,2026-02-13,0.331782824452966
tomate verde,tomate,37.2559909895355,local,local_market_37.7,2026-02-13,0.376718985126354
tomate verde,tomate,34.6841972122193,local,local_market_29,2026-02-13,0.289688358991407
tomate verde,tomate,31.2296121879287,local,local_market_19.9,2026-02-13,0.199139478767756
tomate verde,tomate,30.4579583385942,local,local_market_20.9,2026-02-13,0.209087399800774
tomate verde,tomate,31.1785244131704,local,local_market_21.7,2026-02-13,0.21745122052962
tomate verde,tomate,29.8678822606133,local,local_market_19.9,2026-02-13,0.199279633734841
tomate verde,tomate,33.4268193090672,local,local_market_27.9,2026-02-13,0.278860692668241
tomate verde,tomate,32.9477782963029,local,local_market_38,2026-02-13,0.379663121805061
tomate verde,tomate,36.3254929286163,local,local_market_39.4,2026-02-13,0.393729941954371
tomate verde,tomate,31.6749557012524,local,local_market_20.2,2026-02-13,0.202260341297369
tomate verde,tomate,30.3204730531408,local,local_market_17.4,2026-02-13,0.173548389377538
tomate verde,tomate,33.7431832903085,local,local_market_30.5,2026-02-13,0.304693538846914
tomate verde,tomate,30.3606375743167,local,local_market_17.3,2026-02-13,0.17338720462285
tomate verde,tomate,34.9785149305681,local,local_market_29.5,2026-02-13,0.29483745029429
tomate verde,tomate,34.1160465248656,local,local_market_32.6,2026-02-13,0.32586002626922
tomate verde,tomate,32.7270881964115,local,local_market_30,2026-02-13,0.300201126700267
tomate verde,tomate,33.6918829722541,local,local_market_26.8,2026-02-13,0.268056356615853
tomate verde,tomate,30.1928756756014,local,local_market_15.3,2026-02-13,0.152854392281733
tomate verde,tomate,36.4959601923378,local,local_market_39.1,2026-02-13,0.391188651008997
tomate verde,tomate,34.5054351920415,local,local_market_29.5,2026-02-13,0.294997093710117
tomate verde,tomate,31.1409762568278,local,local_market_21.9,2026-02-13,0.218783049413469
tomate verde,tomate,34.2679499846221,local,local_market_31.5,2026-02-13,0.31510348248994
tomate verde,tomate,36.5685618063235,local,local_market_30.2,2026-02-13,0.302039894019254
tomate verde,tomate,30.1245587094903,local,local_market_25.5,2026-02-13,0.25479733441025
tomate verde,tomate,32.1939663041944,local,local_market_26.8,2026-02-13,0.267613788694143
tomate verde,tomate,33.1389978960652,local,local_market_29.1,2026-02-13,0.290633809263818
tomate verde,tomate,32.4683203281404,local,local_market_19.5,2026-02-13,0.195459338813089
tomate verde,tomate,37.1734038685051,local,local_market_39.5,2026-02-13,0.394753458595369
tomate verde,tomate,28.7628608505545,local,local_market_18.9,2026-02-13,0.188601882930379
tomate verde,tomate,32.4695256307184,local,local_market_24.1,2026-02-13,0.240695180289913
tomate verde,tomate,36.3334001781271,local,local_market_38.3,2026-02-13,0.382867672748398
tomate verde,tomate,30.2082943071863,local,local_market_16.7,2026-02-13,0.167325754684862
tomate verde,tomate,31.3768919259709,local,local_market_22.4,2026-02-13,0.223744894936681
tomate verde,tomate,34.4155473784357,local,local_market_24.9,2026-02-13,0.249176170711871
tomate verde,tomate,35.4547653826656,local,local_market_36.8,2026-02-13,0.367593977344222
tomate verde,tomate,33.1850512798151,local,local_market_26.8,2026-02-13,0.267950425599702
tomate verde,tomate,34.9491360939418,local,local_market_37.8,2026-02-13,0.378393584024161
tomate verde,tomate,31.5263196163753,local,local_market_24.5,2026-02-13,0.244505205110181
tomate verde,tomate,34.3274503240562,local,local_market_28.8,2026-02-13,0.287745837913826
tomate verde,tomate,30.2610856759142,local,local_market_15.7,2026-02-13,0.15691764196381
tomate verde,tomate,35.2481603931767,local,local_market_38.3,2026-02-13,0.382620417198632
tomate verde,tomate,31.9926527702788,local,local_market_16.4,2026-02-13,0.163721708208323
tomate verde,tomate,33.6494425729325,local,local_market_26.6,2026-02-13,0.266301555826794
tomate verde,tomate,33.8027728581271,local,local_market_28,2026-02-13,0.280160375498235
tomate verde,tomate,30.9259438757431,local,local_market_16,2026-02-13,0.159505923837423
tomate verde,tomate,31.1214137814892,local,local_market_21.7,2026-02-13,0.217216006107628
tomate verde,tomate,29.9595806662071,local,local_market_16.6,2026-02-13,0.166331710561644
tomate verde,tomate,35.4629188885734,local,local_market_37.9,2026-02-13,0.379393707646523
tomate verde,tomate,33.738523517732,local,local_market_34.6,2026-02-13,0.346070770383813
tomate verde,tomate,35.165720937785,local,local_market_36.3,2026-02-13,0.362755129905418
tomate verde,tomate,37.2113182065986,local,local_market_37.6,2026-02-13,0.376388459966984
tomate verde,tomate,37.0371855640212,local,local_market_35.7,2026-02-13,0.357246007397771
tomate verde,tomate,31.7807716245604,local,local_market_21.5,2026-02-13,0.214895926392637
tomate verde,tomate,31.830566758822,local,local_market_16,2026-02-13,0.159944347722922
tomate verde,tomate,31.6738855807127,local,local_market_27.2,2026-02-13,0.271620608901139
tomate verde,tomate,32.9890562303036,local,local_market_26.3,2026-02-13,0.263322822842747
tomate verde,tomate,36.6630400952089,local,local_market_36.2,2026-02-13,0.362476583081298
tomate verde,tomate,31.670783682755,local,local_market_20,2026-02-13,0.199813489662483
tomate verde,tomate,31.1386423698757,local,local_market_19.5,2026-02-13,0.194598841283005
tomate verde,tomate,36.4794989962841,local,local_market_34.4,2026-02-13,0.34367768993834
tomate verde,tomate,35.8745817664938,local,local_market_37.9,2026-02-13,0.379121435259003
tomate verde,tomate,29.7028191606643,local,local_market_18.6,2026-02-13,0.18623961226549
tomate verde,tomate,33.3494671278222,local,local_market_27.6,2026-02-13,0.276283877354581
tomate verde,tomate,32.1530284932363,local,local_market_20,2026-02-13,0.200334677158389
zanahoria leña,zanahoria,5.86877661232627,local,local_market_32.7,2026-02-13,0.327418221021071
zanahoria leña,zanahoria,5.82829482393243,local,local_market_30.5,2026-02-13,0.305436153640039
zanahoria leña,zanahoria,4.94218257369652,local,local_market_15.7,2026-02-13,0.156810117862187
zanahoria leña,zanahoria,5.15967767880755,local,local_market_18.4,2026-02-13,0.183522107813042
zanahoria leña,zanahoria,5.08321646716731,local,local_market_18.2,2026-02-13,0.182351703383029
zanahoria leña,zanahoria,6.00577360861882,local,local_market_30.5,2026-02-13,0.305329630593769
zanahoria leña,zanahoria,6.08633723184937,local,local_market_39.6,2026-02-13,0.396320336183999
zanahoria leña,zanahoria,5.81697185067734,local,local_market_36,2026-02-13,0.360343484708574
zanahoria leña,zanahoria,5.7074783494935,local,local_market_25,2026-02-13,0.249600426619872
zanahoria leña,zanahoria,5.43668639754442,local,local_market_21.2,2026-02-13,0.211985605338123
zanahoria leña,zanahoria,5.58641291235542,local,local_market_27,2026-02-13,0.270461117243394
zanahoria leña,zanahoria,5.79462199814812,local,local_market_32.9,2026-02-13,0.328586345980875
zanahoria leña,zanahoria,5.38378771419383,local,local_market_18.5,2026-02-13,0.1849056487903
zanahoria leña,zanahoria,6.29619661704142,local,local_market_39.1,2026-02-13,0.390918259718455
zanahoria leña,zanahoria,6.04027351585676,local,local_market_31.3,2026-02-13,0.312875644629821
zanahoria leña,zanahoria,5.70618947489262,local,local_market_32.3,2026-02-13,0.323434163385537
zanahoria leña,zanahoria,6.03488350980649,local,local_market_38.4,2026-02-13,0.384158163832035
zanahoria leña,zanahoria,5.68643837710337,local,local_market_23.2,2026-02-13,0.23207137073623
zanahoria leña,zanahoria,5.7726446203711,local,local_market_32.3,2026-02-13,0.323138262995053
zanahoria leña,zanahoria,6.47631400683613,local,local_market_39.7,2026-02-13,0.397276839218102
zanahoria leña,zanahoria,5.26665685425988,local,local_market_20.3,2026-02-13,0.20276829120703
zanahoria leña,zanahoria,6.23169227300985,local,local_market_37.2,2026-02-13,0.372025061608292
zanahoria leña,zanahoria,5.31191548020243,local,local_market_21.8,2026-02-13,0.218384678976145
zanahoria leña,zanahoria,5.45718337859381,local,local_market_32.6,2026-02-13,0.325662441353779
zanahoria leña,zanahoria,5.15753555440176,local,local_market_16.3,2026-02-13,0.163361525139771
zanahoria leña,zanahoria,5.16759815542801,local,local_market_17.9,2026-02-13,0.179257955960929
zanahoria leña,zanahoria,5.2683293500272,local,local_market_16.6,2026-02-13,0.166202571860049
zanahoria leña,zanahoria,6.23413128409804,local,local_market_39.4,2026-02-13,0.393614770239219
zanahoria leña,zanahoria,6.03929673836337,local,local_market_37,2026-02-13,0.369795653130859
zanahoria leña,zanahoria,5.10810037521932,local,local_market_17.7,2026-02-13,0.17732807782013
zanahoria leña,zanahoria,5.53172081573617,local,local_market_25.1,2026-02-13,0.25133395716548
zanahoria leña,zanahoria,6.18034600484788,local,local_market_37.8,2026-02-13,0.378220227174461
zanahoria leña,zanahoria,5.27655585046319,local,local_market_16.1,2026-02-13,0.161144548538141
